label,text
smish,আপনার আইডি সাসপেন্ড হতে পারে। দ্রুত ২০০০ টাকা পাঠান এই নাম্বারে: ০১৭২৮৯৭৬৫৪৩।
normal,শীতে গরম পানির স্নান করতে পছন্দ করি।
normal,তুমি সবসময় সেরা।
normal,"সময় কম তাড়াতাড়ি টাকা পাঠাও, আমি চলে যাবো, আমার বিকাশ ০১৭২৮২৮৮২৯২"
smish,"Ads dekhe daily 200-300 tk income korte chaile join korun https://adswork-bd.com/register?ref=140639 
100% trusted site Free te kaj korte paben"
normal,শুভ ক্রিসমাস!
normal,"সাফল্য তোমার দিকে আসবে, ধৈর্য ধরো।"
normal,দুপুরে একটি ব্রাউন করতে গিয়েছি।
promo,"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা হলো বীমা। বীমা করুন, ঝুঁকিমুক্ত থাকুন”-বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ।"
normal,"ধৈর্য ধরো, ভালো সময় আসবে।"
promo,শুধু আজকের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা ৩০দিন।ডায়াল *১২১*৫০৪৯# বা mygp.li/mo
promo,"বাড়ির ডেকোর আইটেমে ২০% ছাড়। স্টক সীমিত, দেরি করবেন না।"
normal,০১৬৭২৫৭৩৮৭৩ নাম্বারে দ্রুত বিকাশ করুন।
normal,আপনি কি খবর?
normal,তুমি সাফল্যের জন্য তৈরি।
normal,"আপনি যদি ইসলামকে চর্চা না করেন, দয়াকরে ইসলাম সম্পর্কে কিছু বলতে আসবেন না! -[ডা: জাকির নায়িক]"
smish,"গভঃ রেজিঃ  - ১৮০৭২৭/২০২২ National agancy company পার্ট-টাইম চাকরি
পড়াশোনার পাশাপাশি অনলাইন প্লাটফর্মে বিজ্ঞাপন প্রচার করার জন্য ছেলে মেয়ে কর্মী নিয়োগ চলছে।
পদের_নামঃ কল সেন্টার
মাসিক বেতনঃ 10/12 হাজার 
দৈনিক কাজের সময়ঃ ৪/৫ঘন্টা
আগ্রহী আপুরা ও ভাইয়েরা সরাসরি ইনবক্স_এ যোগাযোগ করুন।বা ফোন . 01984766558"
smish,ঘরে বসে ইনকাম করতে হলে আপনার হাতে থাকা ব্যবহৃত সিমটিকে ফ্লেক্সিলোড সিম বানিয়ে নিন আর অনলাইনে অফলাইনে দুভাবে অফার সেল করে প্রতিদিন ৫০০ থেকে ৭০০ টাকা ইনকাম করুন অনায়াসে যদি আপনার ব্যবহৃত সিম থেকে ফেক্সিলোড সিম বানাতে চান তাহলে ইনবক্স করুন ধন্যবাদ
normal,"(কষ্ট নেবে কষ্ট হরেক রকম কষ্ট আছে কষ্ট নেবে কষ্ট ! লাল কষ্ট নীল কষ্ট কাঁচা হলুদ রঙের কষ্ট পাথর চাপা সবুজ ঘাসের সাদা কষ্ট, আলোর মাঝে কালোর কষ্ট ‘মালটি-কালার’ কষ্ট আছে কষ্ট নেবে কষ্ট। -হেলাল হাফিজ"
normal,০১৮২৭৩৭২৮৯৩ এই নাম্বারে বিকাশ করুন।
smish,"প্রিয় গ্রাহক, আপনার bKash অ্যাকাউন্টে ৫,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801911234567"
normal,"শুভ রাত্রি, ভালো থেকো!"
smish,আমাদের কোম্পানির জন্য কাজ করুন। আপনার মোবাইল/কম্পিউটার দিয়ে অনলাইনে বসে আয় করুন। যোগাযোগের নম্বর: 01720577099
smish,"নগদ থেকে ১,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে কল করুন: +8801714567890"
smish,"প্রিয় গ্রাহক, আপনার কার্ডের নতুন পিন কোড জেনারেট করতে নিচের লিঙ্কে যান এবং পূর্ববর্তী সকল ইনফরমেশন প্রদান করুন, অবশ্যই সঠিক পিন কোডটি শেয়ার করবেন। লিঙ্ক: www.pinupdate.com"
normal,০১৭২৮২৯২৮১ এই নাম্বারে জরুরি টাকা পাঠান।
normal,তোমার সকল ইচ্ছা পূরণ হোক!
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: https://wa.me/8801911011123
smish,"Congratulations! অপনি ""bkash"" এবং BRAC ""N.G.O"" পোক্ষ থেকে ""STUDENT SCHOLARSHIP"" (টাকা-১০,৪৯৯/-) গ্রহণ করেছেন। আপনার অ্যামাউন্ট আইডি:

এখন আপনার ক্যান্ডিডেট সিলেক্ট করুন। বিস্তারিত জানতে অফিসে কল করুন: 01794567889 (সকাল ১১টা থেকে বিকাল ৫টা পর্যন্ত)।

অথবা ""Ok"" লিখে SMS করুন, আমরা আপনার কেছায় কল করব।"
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: cutt.ly/FwUC6vhp"
promo,রেটলিস্ট হালনাগাদের জন্য জনমত সংগ্রহ করা হচ্ছে। মতামত প্রদানের জন্য বিটিআরসি’র ওয়েবসাইটের নোটিশ বোর্ড দেখুন (http://www.btrc.gov.bd/)। আপনার মূল্যবান মতামত আমাদের কাছে অত্যন্ত গুরুত্বপূর্ণ।-বিটিআরসি 
normal,"কখনো মনে হয় সব যে ডিস্ট্রাক্শন,  এই মোবাইল ইন্টারনেট  এই অনলাইন দুনিয়া, সবাই এমন ভাবে ভিতরে ঢুকসে যে এসব ছাড়া সিঙ্গেল একটা ডে স্পেন্ড করা কঠিন"
