text_combined,label,message_length
area game hotel like solve thing think,ham,38
50 arrive charged customer mobile number order reference ringtone services thanks tone,spam,86
alright cell day dropped fuck goes hi love miss morning way woke,ham,64
catch pain,ham,10
da mistake sorry thangam,ham,24
coz need,ham,8
blood friends frnd god heart including like marry need poor red relation rose send some1 support tis try ur,ham,107
exactly knew murder time wife,ham,29
000 100 150p 16 20 87575 apply cash cost day hl info pounds reply send txt win,spam,78
08718720201 150p 500 83600 balance box cash cc collect currently maximize msg po pounds send ur w1,spam,98
facebook feel like messages sleeping sup texts town,ham,51
come da way,ham,11
guess just time wants watch,ham,27
good height money morning people read smiling spend spending spent time twice,ham,77
comin yup,ham,9
princess yes,ham,12
aight door ll mu need somebody swing text,ham,41
fri leh lor make ron said say wait,ham,34
good,ham,4
best okay soon,ham,14
close cute friendship frnd secret share thought ur,ham,50
da latest ok project sent ve version,ham,36
amp day dear good great morning,ham,31
accept change day number pls,ham,28
christmas cute den hate hug lik lucky people,ham,44
abt anybody asks ok tel,ham,23
choose fact funny happens hw just teaches wife,ham,46
gonna ring weekend wot,ham,22
track,ham,5
help sorry,ham,10
advice babe need,ham,16
leave ok,ham,8
7pm college come da forward medical,ham,35
going good,ham,10
make,ham,4
asap hi kate ring xxx,ham,21
doing people sent sofa sugar thing thought tour,ham,47
going got told,ham,14
buzz didn fucking hear late word,ham,32
000 10p bt claim congratulations easy friend good just minute national prize rate thanks won xmas,spam,97
city excuse looking,ham,19
coffee fren frens having lift ll wif yup,ham,40
bus takin,ham,9
ex gonna,ham,8
email gt lt mind night send times,ham,33
08000930705 100 300 3510i camcorder colour free minutes mobile new nokia phone reply texts want,spam,95
gas ok pub st,ham,13
come ok pick,ham,12
late short tell wanted,ham,22
,ham,0
actually guys meet right way,ham,28
new,spam,3
come dreams good make moon night sleep sms warm,ham,47
eating finished got just time,ham,29
lot thanx,ham,9
ask big caller don food home hurry,ham,34
diet lol meant right,ham,20
beautiful day great,ham,19
happened interview,ham,18
afternoon arrested brilliant called case children cook cooking decimal gt house immediately lt maid man marriage murder murdered murderer office picking place play police post reason reply sir sleeping solve took went wife,ham,222
chennai competition pick surely,ham,31
group havent leave lucky mate need reply time tot wat,ham,53
got half hey ve,ham,15
hey maybe meet tmr,ham,18
alrite just number sam ur,ham,25
earlier easy gt just lt making pay say yrs,ham,42
ll sure worry,ham,13
away drive ends gas house like ll right station,ham,47
150p asked contact dating guess know pobox revealed service,spam,59
09061221066 28 awarded camera days delivery digital fromm landline sipix,spam,72
mind tuition,ham,12
people shit smokes use wylie,ham,28
dear feeling good morning,ham,25
die don hope hours little meds pain say took,ham,44
beautiful comes don goodmorning today tomorrow waste wonderful,ham,62
abt decide dunno going lei leona lor msg oops tot,ham,49
come cud great hi pub,ham,21
08712300220 350 app award claim code ending match numbers quoting rates receive selected standard todays voda,spam,109
150p 18 club dogging free message msgs new reply service sex stop unsubscribe welcome,spam,85
amp ge gm gn god jokes met moral msg person reading said wait world,ham,67
easier just,ham,11
text,spam,4
answering calling calls cancer hurts monday saying stop talk throat,ham,67
ll tough,ham,8
chance contract il im luv say send,ham,34
don good gt lt msg na news saturday true,ham,40
darlin finish hi kate luv meet number pick text xxx,ham,51
day happy heart mind place remember set valentines wish,ham,55
guess lor right surprised,ham,25
bishan cos driving meet okie today wan,ham,38
ho oh time type use words,ham,25
darlin did goin good hi im morning mum night really soon time trouble work,ham,74
doing know mean,ham,15
ah best choice den got huh juz park tt,ham,38
3d happend ill maybe oh,ham,23
500 activate com conditions free message messages replying terms text visit word www,spam,84
girls good got know night pa safe thank,ham,39
fun hope photo shoot went worries,ham,33
fml ice,ham,7
,ham,0
din eh lar leh msg office sad sorry tv ur watching,ham,50
im right work yo,ham,16
darlin film just mate ok stuff worry xx,ham,39
bedroom cake came latr mind minute minuts mood ok said sed sexy wid wife,ham,72
available checked don mail pls saw send stuff true wake,ham,55
juz nope work,ham,13
dat fast finished havent huh means,ham,34
11 live number,ham,14
days draw know need party study think week,ham,42
big set,ham,7
number pls send,ham,15
cost month,ham,10
21 book coz free going isnt ok test theory think thought wanna,ham,62
contacted dating know land line service,spam,39
fine knows questions wants,ham,26
got late sorry start way,ham,24
lor urself,ham,10
gas station,ham,11
bored come home just,ham,20
babe face kisses love,ham,21
awesome car friend like throw time,ham,34
checked da,ham,10
ll stay,ham,7
bucks couple haven love send tomorrow ya,ham,40
disturb great ll oh talk,ham,24
,ham,0
english using welcome,ham,21
baby called good left message problem talk time,ham,47
later ll sorry,ham,14
brand oh,ham,8
able basic care come currently deliver friday guide happens ill insurance just ll medical morning person right shopping sorry thats til want wat,ham,144
coming time,ham,11
coming fool like ok say tell today,ham,34
fr oredi,ham,8
good idea just ll sure understand wine,ham,38
day walk,ham,8
cinema going ok problem think tomorrow tuesday,ham,46
baby drive,ham,10
amp away care don frm run slowly stop walk,ham,42
let missed sorry talk time,spam,26
attend phone,ham,12
accept didnt hate single,ham,24
holding messages phone,ham,22
free,ham,4
got trip yo,ham,11
later ll sorry,ham,14
sir waiting,ham,11
doing hey pa reply,ham,18
hey meeting today,ham,17
gone ll place really sorry tomorrow ve,ham,38
break don hug let,ham,17
come going tell theatre tomorrow,ham,32
fml just went,ham,13
great job like looks smoke,ham,26
ice,ham,3
,ham,0
babe good hope kiss love maybe miss passionate sea today wake,ham,61
believe msg neva really sent shuhui wat wun yup,ham,47
hows watch,ham,10
called dear umma,ham,16
finished just missing plenty,ham,28
000 10 cash collection complimentary holiday ibiza landline lose needs urgent,spam,77
meant night,ham,11
basic book going huh sunday yoga,ham,32
bt charges free landline mistake mobile msg number,spam,50
ok,ham,2
bit far mum oops soon tomo,ham,26
workin,ham,6
2nd kallis test,ham,15
got guess,ham,9
immediately message urgent waiting,spam,34
later meeting,ham,13
cooking dinner,ham,14
ok thanx,ham,8
care day live plan world,ham,24
buy,ham,3
12hrs 2000 awarded bonus caller land line mobile number prize urgent valid,spam,74
funny tho,ham,9
does simple,ham,11
hour leave sound wouldn yeah,ham,28
awarded bonus customer following mob pleased prize review valued,spam,64
day great honey thanks,ham,22
amazing brings decide difficult life quote smile tear truth whats wrong,ham,71
amp care dear good night,ham,24
ask dad lar meh pick stay wan,ham,29
jus,ham,3
cool hey l8r spk,ham,16
beautiful carefully feels goodmorning gravity heart heavy leaves light read truth,ham,81
08000930705 100 300 3510i camcorder colour free minutes mobile new nokia phone reply texts want,spam,95
busy coming day fine going great hill hope things whats,ham,55
ans answer father gt hav iq john joy lt question tis try,ham,56
ill,ham,3
didnt know let online search,ham,28
need,ham,4
pic send,ham,8
,ham,0
bad having isnt sick tb test,ham,28
got haf like space,ham,18
came enjoy forget fun great life sms special truly won,spam,54
400 anytime calls free inclusive mins network new phone reply video want week,spam,77
awarded bonus customer following mob pleased prize review valued,spam,64
age begin reply welcome,spam,23
activate calls free freemsg help month stop txt unlimited wk,spam,60
10 calls camera free latest mobile mths opt orange phones save text texts update video weekend yes,spam,98
2day area calls club dont gr8 leave met msg new reply ur wiv,spam,60
easier true,ham,11
cover don need parents really story sure tuesday working,ham,56
haha leh okay today weekend,ham,27
chat darlin did hi im,ham,21
ask did don just know say shit text want,ham,40
ve,ham,2
change dude gt info just lt need party random safe study yeah,ham,61
09061221066 28 awarded camera days delivery digital fromm landline sipix,spam,72
amp christmas ur,ham,16
evening gr8 happiness joy sending,ham,33
darlin free hi meal,ham,19
india means series win,ham,22
plan,ham,4
good hear,ham,9
awesome deal night told yeah,ham,28
goin thinkin time,ham,17
18 apply collect extra free mobile movie ordered player text video yrs,spam,70
brought choose delivery money national save selection uk www,spam,60
clock come fine working,ham,23
care cause don know yes,ham,23
beer wine,ham,9
best cheap chinese den depends eat ex food gd haha la lor mon okie oso wana,ham,75
ard busy leh lor sitting work,ham,29
gt home lt oh sale send,ham,23
mail sorry,ham,10
abt just telling tht ya,ham,23
called cause family hours like outside started wake yes,ham,55
class got just outta ugh,ham,24
opinion opportunity people think ur,ham,35
bag called dont file ll room tell work,ham,38
bathe bathing card cleaning disturb dun dunno finish gd jus lar liao need network phone room sis thk ur waiting,ham,111
later ll ok right,ham,17
dear dont friendship gud hear live near ni8 tear,ham,48
come door lunch open,ham,20
did heard just like luv make net night time xx,spam,46
bit brilliant cos long lots love soon speak thanks weekend,ham,58
10 bugis cine den frm hip hop jiu liao mrt sat sun yan,ham,54
apply bloomberg center com future http message wait,spam,51
freak lady street,ham,17
phone,ham,5
bowl haha,ham,9
actually excuse fuck january just point tampa,ham,45
800 claim contact draw guaranteed land line prize shows todays trying urgent won,spam,80
cinema finally lol missed trip week yay,ham,39
day saturday sunday working,ham,27
aathi dear,ham,10
amp dreams eyes frnds good heart life love mind night sweet touch,ham,65
bus inform think waiting,ham,24
getting soon time,ham,17
just question quick things,ham,26
bay blue come day ended gud leaves like morning mrng night rays smile special sunny way worries,ham,95
come everybody gt lt probably right,ham,35
cos day didnt ended got gt january lt mid money new return said surprise wanted year yetunde,ham,92
ask lot terms,ham,13
check email photos sent sure yahoo yesterday,ham,44
looking,ham,7
boytoy,ham,6
150 anytime delivery mins network new pounds reply text tomorrow video want week,spam,80
babe boytoy day fine goes hello hope job kiss love miss teasing wish,ham,68
add bad change character dnt good gt lik ll lt morning new reply tat tell try ur waiting year,ham,93
apartment buy chennai going got,ham,31
earlier probably yeah,ham,21
change sound,ham,12
checked da,ham,10
came room,ham,9
earlier going got huh lei lesson sch thinkin tot,ham,48
ok,ham,2
amp decimal free gt ll lt mobile office problem reach voice,ham,59
cool head text,ham,14
contacted dating know land line service,spam,39
50p cost currently greet meet std text tour win,spam,47
birthday dun happy hard soon ur work,ham,36
bit charge come cover doesn grand having oh party probably,ham,58
bed said sleep went,ham,19
hope id like love pissed really tomorrow,ham,40
00 300 bank buy com issues pick strong,spam,38
check gt lt man money old says waiting year,ham,43
come home ur,ham,12
day finish free mon thurs,ham,25
food,ham,4
life oru,ham,8
nite,ham,4
cool life walk,ham,14
10 camera couple good happy hav holiday hope journey lovely new quite safe weeks year,ham,85
alrite chat coz doin good hi hope just long love ok spoken time ur wanted ya,ham,76
just party ron saw yeah,ham,23
money,ham,5
guy loving,ham,10
college training,ham,16
chat fact money need raise,ham,26
job like,ham,8
advance cheap cos didn isnt just said sleep,ham,43
actually boss car cheaper come fixed getting kept morning number place talk telling think today told went year,ham,110
class willing,ham,13
brother family hanging,ham,22
dont know reach telling,ham,23
end going hey month quit soon till working,ham,42
bout fault im nite sorry think ur wasn,ham,38
mate neva try,ham,13
best case pretty yeah,ham,21
free haf parents pick today tonite,ham,34
babe da day dead far hey mo sleeping sofa spk,ham,45
naughty pix send,ham,16
1000 attempt caller claim contact final guaranteed prize winner,spam,63
10am club day eve fast fri new night sale sat selling thurs tickets till week xmas years,spam,88
8th getting hour leave like long tyler,ham,38
night prepare,ham,13
actually doing explain gt later lt mobile msg need online send sent wil work,ham,76
